megyekod;kshkod;megye;irsz;telepules;lakossag;ffi;no;tipus
5;33048;BOR;3561;Encs;6 436;3 062;3 374;város
5;02848;BOR;3895;Felsőzsolca;6 775;3 314;3 461;város
5;15936;BOR;3700;Gönc;2 032;1 007;1 025;város
5;06691;BOR;3450;Kazincbarcika;27 969;13 299;14 670;város
5;11323;BOR;3400;Mezőkeresztes;3 727;1 825;1 902;város
5;12885;BOR;3562;Nyékládháza;5 112;2 459;2 653;város
5;22558;BOR;3600;Onga;4 911;2 416;2 495;város
5;14492;BOR;3994;Ózd;35 114;16 790;18 324;város
5;12362;BOR;3630;Pálháza;1 084;521;563;város
5;27410;BOR;3733;Putnok;6 896;3 363;3 533;város
5;23029;BOR;3792;Rudabánya;2 577;1 259;1 318;város
5;03504;BOR;3770;Sajóbábony;2 730;1 334;1 396;város
5;16054;BOR;3950;Sajószentpéter;12 334;5 985;6 349;város
5;27474;BOR;3944;Sárospatak;12 304;5 972;6 332;város
5;05120;BOR;3752;Sátoraljaújhely;14 947;7 135;7 812;város
5;08077;BOR;3900;Szendrő;4 118;1 990;2 128;város
5;30739;BOR;3800;Szerencs;9 144;4 334;4 810;város
5;21351;BOR;3580;Szikszó;5 582;2 674;2 908;város
5;28352;BOR;3910;Tiszaújváros;16 577;7 703;8 874;város
5;18306;BOR;3663;Tokaj;3 869;1 807;2 062;város
5;14331;BOR;3741;Arló;3 898;1 928;1 970;nagyközség
5;05591;BOR;3744;Izsófalva;1 771;897;874;nagyközség
5;21546;BOR;3974;Múcsony;2 969;1 469;1 500;nagyközség
5;19220;BOR;3418;Ricse;1 868;902;966;nagyközség
5;22169;BOR;3711;Szentistván;2 353;1 162;1 191;nagyközség
5;09496;BOR;3922;Szirmabesenyő;4 308;2 129;2 179;nagyközség
5;18245;BOR;3565;Taktaharkány;3 616;1 761;1 855;nagyközség
5;28398;BOR;3882;Tiszalúc;5 085;2 519;2 566;nagyközség
5;15662;BOR;3882;Abaújalpár;69;36;33;község
5;26718;BOR;3815;Abaújkér;623;293;330;község
5;02820;BOR;3809;Abaújlak;93;50;43;község
5;26338;BOR;3898;Abaújszolnok;189;98;91;község
5;02273;BOR;3753;Abaújvár;224;111;113;község
5;10357;BOR;3759;Abod;201;95;106;község
5;09362;BOR;3779;Aggtelek;534;258;276;község
5;33093;BOR;3985;Alacska;735;356;379;község
5;20482;BOR;3717;Alsóberecki;760;384;376;község
5;19664;BOR;3837;Alsódobsza;300;151;149;község
5;14429;BOR;3989;Alsógagy;89;35;54;község
5;23223;BOR;3726;Alsóregmec;191;90;101;község
5;28839;BOR;3735;Alsószuha;439;225;214;község
5;08217;BOR;3811;Alsótelekes;145;67;78;község
5;29814;BOR;3885;Alsóvadász;1 560;774;786;község
5;26198;BOR;3713;Arka;86;43;43;község
5;03771;BOR;3467;Arnót;2 446;1 206;1 240;község
5;03823;BOR;3841;Ároktő;1 173;580;593;község
5;04233;BOR;3836;Aszaló;1 834;894;940;község
5;18184;BOR;3780;Baktakék;830;403;427;község
5;22521;BOR;3642;Balajt;513;249;264;község
5;25159;BOR;3654;Bánhorváti;1 378;668;710;község
5;21953;BOR;3881;Bánréve;1 256;599;657;község
5;08846;BOR;3768;Baskó;168;74;94;község
5;27049;BOR;3903;Becskeháza;37;17;20;község
5;06929;BOR;3704;Bekecs;2 441;1 204;1 237;község
5;34290;BOR;3834;Berente;1 147;543;604;község
5;29674;BOR;3575;Beret;300;158;142;község
5;26356;BOR;3987;Berzék;1 036;503;533;község
5;23737;BOR;3916;Bodroghalom;1 381;683;698;község
5;30784;BOR;3917;Bodrogkeresztúr;1 075;496;579;község
5;33808;BOR;3943;Bodrogkisfalud;901;444;457;község
5;14401;BOR;3768;Bodrogolaszi;913;442;471;község
5;27429;BOR;3764;Bódvalenke;274;136;138;község
5;33303;BOR;3763;Bódvarákó;90;49;41;község
5;05926;BOR;3412;Bódvaszilas;1 039;497;542;község
5;25195;BOR;3884;Bogács;2 070;981;1 089;község
5;18944;BOR;3885;Boldogkőújfalu;606;299;307;község
5;14474;BOR;3794;Boldogkőváralja;1 007;498;509;község
5;08396;BOR;3658;Boldva;2 424;1 224;1 200;község
5;30669;BOR;3426;Borsodbóta;856;421;435;község
5;16124;BOR;3462;Borsodgeszt;301;148;153;község
5;06707;BOR;3623;Borsodivánka;674;311;363;község
5;30207;BOR;3796;Borsodszentgyörgy;1 203;580;623;község
5;16799;BOR;3994;Borsodszirák;1 228;607;621;község
5;31006;BOR;3574;Bózsva;202;107;95;község
5;05306;BOR;3422;Bőcs;2 780;1 374;1 406;község
5;13596;BOR;3554;Bükkábrány;1 652;783;869;község
5;27890;BOR;3648;Bükkaranyos;1 531;742;789;község
5;19406;BOR;3557;Bükkmogyorósd;139;65;74;község
5;08022;BOR;3414;Bükkszentkereszt;1 169;590;579;község
5;32887;BOR;3821;Bükkzsérc;975;455;520;község
5;23977;BOR;3837;Büttös;183;91;92;község
5;08493;BOR;3413;Csenyéte;523;267;256;község
5;06974;BOR;3417;Cserépfalu;961;452;509;község
5;25575;BOR;3648;Cserépváralja;410;192;218;község
5;28459;BOR;3442;Csernely;737;386;351;község
5;34111;BOR;3848;Csincse;557;274;283;község
5;05333;BOR;3927;Csobád;700;351;349;község
5;20774;BOR;3647;Csobaj;676;344;332;község
5;14289;BOR;3780;Csokvaomány;826;415;411;község
5;11350;BOR;3978;Damak;244;118;126;község
5;07719;BOR;3825;Dámóc;389;196;193;község
5;31954;BOR;3643;Debréte;17;12;5;község
5;04686;BOR;3834;Dédestapolcsány;1 433;683;750;község
5;10524;BOR;3627;Detek;270;134;136;község
5;25690;BOR;3721;Domaháza;859;434;425;község
5;06123;BOR;3635;Dövény;274;128;146;község
5;27669;BOR;3461;Dubicsány;272;141;131;község
5;05865;BOR;3757;Egerlövő;535;263;272;község
5;13356;BOR;3932;Égerszög;56;25;31;község
5;25326;BOR;3935;Erdőbénye;1 148;568;580;község
5;22503;BOR;3865;Erdőhorváti;601;298;303;község
5;02741;BOR;3855;Fáj;475;247;228;község
5;12557;BOR;3608;Fancsal;347;163;184;község
5;34272;BOR;3985;Farkaslyuk;1 945;984;961;község
5;08174;BOR;3847;Felsőberecki;284;143;141;község
5;09742;BOR;3837;Felsődobsza;924;437;487;község
5;29708;BOR;3722;Felsőgagy;216;110;106;község
5;31723;BOR;3721;Felsőkelecsény;358;189;169;község
5;32762;BOR;3989;Felsőnyárád;975;466;509;község
5;07588;BOR;3735;Felsőregmec;360;174;186;község
5;31671;BOR;3814;Felsőtelekes;726;360;366;község
5;23533;BOR;3994;Felsővadász;562;312;250;község
5;25238;BOR;3893;Filkeháza;113;56;57;község
5;17932;BOR;3849;Fony;332;170;162;község
5;30483;BOR;3864;Forró;2 683;1 317;1 366;község
5;22123;BOR;3996;Fulókércs;422;212;210;község
5;17109;BOR;3994;Füzér;410;191;219;község
5;06460;BOR;3997;Füzérkajata;112;58;54;község
5;11378;BOR;3993;Füzérkomlós;316;168;148;község
5;10366;BOR;3815;Füzérradvány;325;168;157;község
5;05494;BOR;3837;Gadna;322;171;151;község
5;28732;BOR;3817;Gagyapáti;31;16;15;község
5;28307;BOR;3816;Gagybátor;214;108;106;község
5;03744;BOR;3752;Gagyvendégi;216;106;110;község
5;19293;BOR;3873;Galvács;94;46;48;község
5;10904;BOR;3444;Garadna;369;189;180;község
5;23719;BOR;3715;Gelej;594;306;288;község
5;15608;BOR;3854;Gesztely;2 764;1 370;1 394;község
5;20969;BOR;3578;Gibárt;336;160;176;község
5;21564;BOR;3906;Girincs;880;427;453;község
5;13134;BOR;3728;Golop;566;266;300;község
5;09706;BOR;3894;Gömörszőlős;84;42;42;község
5;18643;BOR;3954;Göncruszka;662;329;333;község
5;05069;BOR;3842;Györgytarló;599;299;300;község
5;27942;BOR;3795;Halmaj;1 684;794;890;község
5;11226;BOR;3626;Hangács;576;285;291;község
5;25104;BOR;3936;Hangony;1 558;769;789;község
5;12706;BOR;3555;Háromhuta;135;59;76;község
5;05847;BOR;3786;Harsány;2 062;1 032;1 030;község
5;02468;BOR;3892;Hegymeg;122;58;64;község
5;22187;BOR;3593;Hejce;216;114;102;község
5;06655;BOR;3597;Hejőbába;1 921;971;950;község
5;04604;BOR;3588;Hejőkeresztúr;1 044;528;516;község
5;02282;BOR;3594;Hejőkürt;270;140;130;község
5;16780;BOR;3595;Hejőpapi;1 166;601;565;község
5;12159;BOR;3958;Hejőszalonta;851;425;426;község
5;30137;BOR;3853;Hercegkút;652;302;350;község
5;15839;BOR;3887;Hernádbűd;129;59;70;község
5;09399;BOR;3563;Hernádcéce;240;113;127;község
5;24165;BOR;3846;Hernádkak;1 668;843;825;község
5;21829;BOR;3564;Hernádkércs;321;152;169;község
5;31200;BOR;3874;Hernádnémeti;3 606;1 801;1 805;község
5;24882;BOR;3852;Hernádpetri;262;126;136;község
5;17136;BOR;3875;Hernádszentandrás;417;200;217;község
5;24970;BOR;3874;Hernádszurdok;180;89;91;község
5;19840;BOR;3655;Hernádvécse;1 112;559;553;község
5;08004;BOR;3876;Hét;481;241;240;község
5;11697;BOR;3768;Hidasnémeti;1 124;559;565;község
5;25672;BOR;3999;Hidvégardó;579;279;300;község
5;31167;BOR;3812;Hollóháza;849;395;454;község
5;21236;BOR;3459;Homrogd;945;489;456;község
5;25399;BOR;3725;Igrici;1 222;598;624;község
5;16577;BOR;3851;Imola;101;49;52;község
5;08086;BOR;3786;Ináncs;1 204;590;614;község
5;05005;BOR;3721;Irota;78;36;42;község
5;20233;BOR;3664;Jákfalva;510;267;243;község
5;26657;BOR;3758;Járdánháza;1 797;860;937;község
5;15680;BOR;3424;Jósvafő;264;126;138;község
5;32993;BOR;3735;Kács;499;234;265;község
5;07764;BOR;3821;Kánó;156;74;82;község
5;25742;BOR;3963;Kány;59;30;29;község
5;21218;BOR;3962;Karcsa;1 860;928;932;község
5;30508;BOR;3831;Karos;518;255;263;község
5;13374;BOR;3899;Kázsmárk;1 017;511;506;község
5;15264;BOR;3728;Kéked;181;89;92;község
5;12034;BOR;3955;Kelemér;490;245;245;község
5;05458;BOR;3821;Kenézlő;1 239;626;613;község
5;17066;BOR;3579;Keresztéte;36;22;14;község
5;29249;BOR;3657;Kesznyéten;1 818;914;904;község
5;32090;BOR;3578;Királd;791;393;398;község
5;17349;BOR;3556;Kiscsécs;196;102;94;község
5;22840;BOR;3994;Kisgyőr;1 684;802;882;község
5;28875;BOR;3843;Kishuta;301;151;150;község
5;03762;BOR;3965;Kiskinizs;338;173;165;község
5;11448;BOR;3627;Kisrozvágy;206;89;117;község
5;14702;BOR;3553;Kissikátor;304;136;168;község
5;12399;BOR;3765;Kistokaj;2 212;1 098;1 114;község
5;10612;BOR;3937;Komjáti;216;108;108;község
5;16559;BOR;3775;Komlóska;270;138;132;község
5;32498;BOR;3886;Kondó;600;309;291;község
5;22956;BOR;3992;Korlát;314;152;162;község
5;28547;BOR;3577;Kovácsvágás;656;326;330;község
5;26602;BOR;3821;Köröm;1 566;799;767;község
5;19576;BOR;3813;Krasznokvajda;518;270;248;község
5;18722;BOR;3732;Kupa;181;87;94;község
5;11819;BOR;3967;Kurityán;1 575;778;797;község
5;20844;BOR;3780;Lácacséke;335;177;158;község
5;26231;BOR;3786;Ládbesenyő;282;141;141;község
5;15857;BOR;3904;Lak;686;336;350;község
5;11660;BOR;3832;Legyesbénye;1 487;738;749;község
5;03531;BOR;3648;Léh;468;238;230;község
5;07038;BOR;3866;Lénárddaróc;264;123;141;község
5;28219;BOR;3909;Litka;47;23;24;község
5;03902;BOR;3959;Mád;2 154;1 002;1 152;község
5;19600;BOR;3434;Makkoshotyka;870;434;436;község
5;27395;BOR;3645;Mályi;4 243;2 123;2 120;község
5;14915;BOR;3755;Mályinka;476;243;233;község
5;02024;BOR;3718;Martonyi;420;190;230;község
5;21768;BOR;3871;Megyaszó;2 745;1 369;1 376;község
5;25618;BOR;3754;Méra;1 691;851;840;község
5;11758;BOR;3443;Meszes;172;87;85;község
5;18379;BOR;3421;Mezőnagymihály;1 018;484;534;község
5;11749;BOR;3931;Mezőnyárád;1 615;776;839;község
5;03443;BOR;3989;Mezőzombor;2 440;1 191;1 249;község
5;24253;BOR;3893;Mikóháza;537;259;278;község
5;10968;BOR;3812;Mogyoróska;81;40;41;község
5;09016;BOR;3905;Monaj;260;130;130;község
5;07825;BOR;3552;Monok;1 504;744;760;község
5;02158;BOR;3641;Muhi;502;249;253;község
5;29188;BOR;3598;Nagybarca;863;422;441;község
5;05582;BOR;3994;Nagycsécs;802;403;399;község
5;15468;BOR;3844;Nagyhuta;63;36;27;község
5;26505;BOR;3965;Nagykinizs;355;185;170;község
5;33181;BOR;3463;Nagyrozvágy;691;340;351;község
5;24156;BOR;3646;Négyes;278;146;132;község
5;28033;BOR;3592;Nekézseny;660;332;328;község
5;05245;BOR;3872;Nemesbikk;917;434;483;község
5;27191;BOR;3809;Novajidrány;1 357;674;683;község
5;04419;BOR;3998;Nyésta;42;23;19;község
5;26435;BOR;3795;Nyíri;402;194;208;község
5;04215;BOR;3933;Nyomár;312;150;162;község
5;31778;BOR;3551;Olaszliszka;1 687;792;895;község
5;22628;BOR;3743;Ónod;2 430;1 221;1 209;község
5;34069;BOR;3591;Ormosbánya;1 622;794;828;község
5;02866;BOR;3964;Oszlár;381;192;189;község
5;15893;BOR;3821;Pácin;1 493;765;728;község
5;12371;BOR;3898;Pamlény;48;25;23;község
5;24730;BOR;3777;Pányok;62;30;32;község
5;26745;BOR;3853;Parasznya;1 173;574;599;község
5;24420;BOR;3821;Pere;337;164;173;község
5;32683;BOR;3756;Perecse;27;13;14;község
5;33419;BOR;3925;Perkupa;872;441;431;község
5;21272;BOR;3995;Prügy;2 526;1 254;1 272;község
5;17048;BOR;3874;Pusztafalu;209;110;99;község
5;15413;BOR;3776;Pusztaradvány;240;123;117;község
5;21193;BOR;3724;Radostyán;570;271;299;község
5;06053;BOR;3825;Ragály;612;297;315;község
5;29717;BOR;3826;Rakaca;912;463;449;község
5;16133;BOR;3833;Rakacaszend;363;181;182;község
5;31909;BOR;3908;Rásonysápberencs;548;276;272;község
5;12469;BOR;3893;Rátka;944;438;506;község
5;08402;BOR;3559;Regéc;90;45;45;község
5;31884;BOR;3976;Répáshuta;441;195;246;község
5;09317;BOR;3742;Révleányvár;485;246;239;község
5;34120;BOR;3793;Rudolftelep;719;358;361;község
5;27331;BOR;3636;Sajóecseg;1 064;520;544;község
5;10171;BOR;3576;Sajógalgóc;365;188;177;község
5;03081;BOR;3720;Sajóhídvég;1 170;561;609;község
5;03212;BOR;3773;Sajóivánka;638;317;321;község
5;21670;BOR;3720;Sajókápolna;402;199;203;község
5;14313;BOR;3791;Sajókaza;3 116;1 568;1 548;község
5;26949;BOR;3572;Sajókeresztúr;1 521;737;784;község
5;27173;BOR;3773;Sajólád;3 015;1 474;1 541;község
5;22479;BOR;3656;Sajólászlófalva;446;222;224;község
5;15945;BOR;3652;Sajómercse;226;110;116;község
5;11332;BOR;3586;Sajónémeti;501;236;265;község
5;08129;BOR;3714;Sajóörös;1 413;701;712;község
5;18537;BOR;3573;Sajópálfala;737;356;381;község
5;16638;BOR;3653;Sajópetri;1 552;734;818;község
5;23782;BOR;3712;Sajópüspöki;531;252;279;község
5;08970;BOR;3599;Sajósenye;406;217;189;község
5;30340;BOR;3712;Sajószöged;2 292;1 159;1 133;község
5;20738;BOR;3656;Sajóvámos;2 134;993;1 141;község
5;27757;BOR;3425;Sajóvelezd;799;379;420;község
5;04729;BOR;3942;Sály;1 787;853;934;község
5;20516;BOR;3659;Sárazsadány;241;125;116;község
5;02875;BOR;3809;Sáta;1 184;526;658;község
5;25380;BOR;3974;Selyeb;493;235;258;község
5;23755;BOR;3729;Semjén;542;291;251;község
5;32531;BOR;3881;Serényfalva;1 027;515;512;község
5;23418;BOR;3716;Sima;39;21;18;község
5;13268;BOR;3786;Sóstófalva;256;133;123;község
5;32258;BOR;3596;Szakácsi;187;105;82;község
5;03805;BOR;3863;Szakáld;492;247;245;község
5;31015;BOR;3754;Szalaszend;1 068;547;521;község
5;16753;BOR;3821;Szalonna;1 019;509;510;község
5;08147;BOR;3918;Szászfa;119;59;60;község
5;33817;BOR;3918;Szegi;302;143;159;község
5;31510;BOR;3866;Szegilong;258;114;144;község
5;09830;BOR;3751;Szemere;424;216;208;község
5;27456;BOR;3844;Szendrőlád;2 162;1 062;1 100;község
5;08484;BOR;3761;Szentistvánbaksa;275;137;138;község
5;20871;BOR;3761;Szin;847;450;397;község
5;11493;BOR;3411;Szinpetri;219;112;107;község
5;18892;BOR;3762;Szomolya;1 580;757;823;község
5;16179;BOR;3757;Szögliget;608;309;299;község
5;07889;BOR;3726;Szőlősardó;110;49;61;község
5;03160;BOR;3731;Szuhafő;150;75;75;község
5;11110;BOR;3734;Szuhakálló;995;470;525;község
5;24606;BOR;3926;Szuhogy;1 110;549;561;község
5;03708;BOR;3924;Taktabáj;596;297;299;község
5;28787;BOR;3921;Taktakenéz;1 255;627;628;község
5;03133;BOR;3907;Taktaszada;2 010;992;1 018;község
5;12210;BOR;3915;Tállya;1 814;884;930;község
5;21740;BOR;3416;Tarcal;2 840;1 300;1 540;község
5;08165;BOR;3644;Tard;1 150;546;604;község
5;14784;BOR;3896;Tardona;1 036;515;521;község
5;13763;BOR;3757;Telkibánya;596;296;300;község
5;28635;BOR;3423;Teresztenye;24;10;14;község
5;30447;BOR;3465;Tibolddaróc;1 345;677;668;község
5;02291;BOR;3972;Tiszabábolna;348;182;166;község
5;29133;BOR;3466;Tiszacsermely;574;306;268;község
5;03717;BOR;3971;Tiszadorogma;383;193;190;község
5;13976;BOR;3458;Tiszakarád;2 465;1 233;1 232;község
5;13888;BOR;3929;Tiszakeszi;2 632;1 299;1 333;község
5;19381;BOR;3587;Tiszaladány;617;293;324;község
5;08633;BOR;3928;Tiszapalkonya;1 454;743;711;község
5;30298;BOR;3589;Tiszatardos;248;132;116;község
5;30377;BOR;3464;Tiszatarján;1 418;713;705;község
5;10977;BOR;3934;Tiszavalk;303;149;154;község
5;28051;BOR;3787;Tolcsva;1 751;864;887;község
5;14890;BOR;3765;Tomor;234;125;109;község
5;16902;BOR;3761;Tornabarakony;19;7;12;község
5;10375;BOR;3767;Tornakápolna;25;12;13;község
5;18801;BOR;3765;Tornanádaska;768;407;361;község
5;27836;BOR;3769;Tornaszentandrás;185;87;98;község
5;30517;BOR;3877;Tornaszentjakab;208;99;109;község
5;29054;BOR;3724;Tornyosnémeti;532;291;241;község
5;04914;BOR;3716;Trizs;208;95;113;község
5;12487;BOR;3622;Újcsanálos;868;445;423;község
5;18351;BOR;3636;Uppony;280;125;155;község
5;07223;BOR;3992;Vadna;627;312;315;község
5;29151;BOR;3961;Vágáshuta;105;54;51;község
5;30003;BOR;3941;Vajdácska;1 272;628;644;község
5;15149;BOR;3778;Vámosújfalu;732;365;367;község
5;21810;BOR;3756;Varbó;1 101;517;584;község
5;10144;BOR;3431;Varbóc;54;32;22;község
5;30076;BOR;3891;Vatta;881;458;423;község
5;11581;BOR;3991;Vilmány;1 474;741;733;község
5;12982;BOR;3956;Vilyvitány;259;125;134;község
5;05096;BOR;3825;Viss;663;328;335;község
5;03957;BOR;3888;Viszló;70;38;32;község
5;21087;BOR;3726;Vizsoly;923;462;461;község
5;03063;BOR;3957;Zádorfalva;512;239;273;község
5;15617;BOR;3977;Zalkod;228;103;125;község
5;31608;BOR;3794;Zemplénagárd;746;379;367;község
5;19275;BOR;3897;Ziliz;407;201;206;község
5;11022;BOR;3723;Zsujta;182;89;93;község
6;33367;CSO;6800;Szeged;162 868;76 260;86 608;megye székhely
6;08314;CSO;6913;Hódmezővásárhely;44 808;21 630;23 178;megyei jogú város
6;05379;CSO;6640;Csanádpalota;2 821;1 392;1 429;város
6;05111;CSO;6760;Csongrád;16 635;7 911;8 724;város
6;31024;CSO;6900;Kistelek;7 274;3 421;3 853;város
6;07357;CSO;6630;Makó;23 362;11 147;12 215;város
6;21555;CSO;6782;Mindszent;6 755;3 317;3 438;város
6;04349;CSO;6762;Mórahalom;6 312;3 060;3 252;város
6;31705;CSO;6600;Sándorfalva;8 348;4 117;4 231;város
6;14456;CSO;6750;Szentes;27 468;13 150;14 318;város
6;34245;CSO;6622;Algyő;5 473;2 676;2 797;nagyközség
6;17233;CSO;6635;Nagymágocs;2 933;1 466;1 467;nagyközség
6;32489;CSO;6916;Szegvár;4 440;2 173;2 267;nagyközség
6;16197;CSO;6931;Ambrózfalva;493;245;248;község
6;14252;CSO;6623;Apátfalva;3 016;1 479;1 537;község
6;19062;CSO;6783;Árpádhalom;483;253;230;község
6;10339;CSO;6768;Ásotthalom;4 023;1 976;2 047;község
6;29106;CSO;6764;Baks;2 008;983;1 025;község
6;23676;CSO;6795;Balástya;3 466;1 721;1 745;község
6;08192;CSO;6915;Bordány;3 257;1 632;1 625;község
6;02121;CSO;6647;Csanádalberti;465;224;241;község
6;22293;CSO;6765;Csanytelek;2 604;1 248;1 356;község
6;32285;CSO;6621;Csengele;1 944;968;976;község
6;07834;CSO;6772;Derekegyház;1 583;773;810;község
6;24077;CSO;6766;Deszk;3 909;1 938;1 971;község
6;30535;CSO;6781;Dóc;745;363;382;község
6;13383;CSO;6624;Domaszék;5 114;2 619;2 495;község
6;22992;CSO;6625;Eperjes;476;233;243;község
6;19974;CSO;6645;Fábiánsebestyén;1 959;981;978;község
6;22646;CSO;6774;Felgyő;1 209;598;611;község
6;18999;CSO;6793;Ferencszállás;645;326;319;község
6;33020;CSO;6922;Forráskút;2 086;1 035;1 051;község
6;09210;CSO;6911;Földeák;3 075;1 519;1 556;község
6;13666;CSO;6775;Királyhegyes;619;305;314;község
6;26666;CSO;6773;Kiszombor;3 880;1 924;1 956;község
6;08253;CSO;6912;Klárafalva;516;268;248;község
6;09955;CSO;6755;Kövegy;401;199;202;község
6;14410;CSO;6932;Kübekháza;1 573;773;800;község
6;05962;CSO;6921;Magyarcsanád;1 482;735;747;község
6;10515;CSO;6636;Maroslele;2 039;992;1 047;község
6;25733;CSO;6917;Mártély;1 303;661;642;község
6;20914;CSO;6933;Nagyér;549;270;279;község
6;12779;CSO;6612;Nagylak;486;243;243;község
6;29179;CSO;6923;Nagytőke;415;225;190;község
6;07755;CSO;6767;Óföldeák;482;225;257;község
6;12797;CSO;6784;Ópusztaszer;2 153;1 085;1 068;község
6;31079;CSO;6914;Öttömös;696;357;339;község
6;06284;CSO;6785;Pitvaros;1 387;681;706;község
6;06354;CSO;6769;Pusztamérges;1 099;520;579;község
6;28592;CSO;6758;Pusztaszer;1 418;721;697;község
6;13161;CSO;6786;Röszke;3 584;1 841;1 743;község
6;03966;CSO;6763;Ruzsa;2 517;1 260;1 257;község
6;12007;CSO;6821;Szatymaz;4 936;2 462;2 474;község
6;12265;CSO;6756;Székkutas;2 085;1 060;1 025;község
6;16966;CSO;6646;Tiszasziget;1 793;908;885;község
6;25900;CSO;6754;Tömörkény;1 724;830;894;község
6;14924;CSO;6794;Újszentiván;2 028;1 042;986;község
6;21412;CSO;6787;Üllés;3 100;1 512;1 588;község
6;05546;CSO;6792;Zákányszék;2 878;1 423;1 455;község
6;17765;CSO;8000;Zsombó;3 536;1 778;1 758;község
7;14827;FEJ;2400;Székesfehérvár;96 373;45 259;51 114;megye székhely
7;03115;FEJ;8127;Dunaújváros;45 493;21 453;24 040;megyei jogú város
7;17376;FEJ;2457;Aba;4 660;2 297;2 363;város
7;08925;FEJ;2060;Adony;3 931;1 937;1 994;város
7;10481;FEJ;8053;Bicske;12 503;6 285;6 218;város
7;18254;FEJ;8083;Bodajk;4 066;1 993;2 073;város
7;20002;FEJ;8130;Csákvár;5 245;2 538;2 707;város
7;10296;FEJ;2462;Gárdony;11 662;5 704;5 958;város
7;04659;FEJ;8060;Martonvásár;5 743;2 794;2 949;város
7;18485;FEJ;8154;Mór;14 045;6 804;7 241;város
7;17525;FEJ;2490;Polgárdi;6 951;3 405;3 546;város
7;29018;FEJ;2459;Pusztaszabolcs;6 071;2 999;3 072;város
7;09900;FEJ;7000;Rácalmás;4 766;2 415;2 351;város
7;25016;FEJ;7013;Velence;6 446;3 151;3 295;város
7;13152;FEJ;2424;Cece;2 594;1 281;1 313;nagyközség
7;20358;FEJ;8136;Előszállás;2 323;1 175;1 148;nagyközség
7;07506;FEJ;8132;Lajoskomárom;2 214;1 109;1 105;nagyközség
7;07269;FEJ;2422;Lepsény;3 179;1 546;1 633;nagyközség
7;17552;FEJ;2431;Mezőfalva;4 749;2 398;2 351;nagyközség
7;19354;FEJ;2433;Perkáta;4 033;1 985;2 048;nagyközség
7;25140;FEJ;8111;Sárosd;3 294;1 628;1 666;nagyközség
7;20206;FEJ;8123;Seregélyes;4 448;2 189;2 259;nagyközség
7;33321;FEJ;8151;Soponya;1 854;920;934;nagyközség
7;28705;FEJ;7011;Szabadbattyán;4 774;2 416;2 358;nagyközség
7;26824;FEJ;8087;Alap;1 956;970;986;község
7;15176;FEJ;7012;Alcsútdoboz;1 477;740;737;község
7;25283;FEJ;8056;Alsószentiván;589;296;293;község
7;08730;FEJ;8046;Bakonycsernye;3 138;1 542;1 596;község
7;23153;FEJ;8054;Bakonykúti;173;89;84;község
7;07047;FEJ;2471;Baracs;3 534;1 808;1 726;község
7;08581;FEJ;2455;Baracska;2 786;1 406;1 380;község
7;08466;FEJ;2456;Beloiannisz;1 149;583;566;község
7;16346;FEJ;8080;Besnyő;1 755;872;883;község
7;11624;FEJ;2064;Bodmér;249;131;118;község
7;30544;FEJ;8073;Csabdi;1 282;617;665;község
7;05360;FEJ;8074;Csákberény;1 182;590;592;község
7;21908;FEJ;8041;Csókakő;1 460;690;770;község
7;09779;FEJ;8122;Csór;1 901;961;940;község
7;06734;FEJ;2423;Csősz;1 043;525;518;község
7;34342;FEJ;8135;Daruszentmiklós;1 283;657;626;község
7;32753;FEJ;2091;Dég;2 191;1 061;1 130;község
7;02316;FEJ;8052;Etyek;4 373;2 146;2 227;község
7;32203;FEJ;8086;Fehérvárcsurgó;2 048;986;1 062;község
7;29939;FEJ;8157;Felcsút;1 899;945;954;község
7;06114;FEJ;8082;Füle;879;433;446;község
7;15750;FEJ;2464;Gánt;810;439;371;község
7;15918;FEJ;2434;Gyúró;1 289;650;639;község
7;23427;FEJ;7015;Hantos;966;470;496;község
7;17738;FEJ;8043;Igar;930;467;463;község
7;32018;FEJ;8045;Iszkaszentgyörgy;2 166;1 087;1 079;község
7;02200;FEJ;2454;Isztimér;911;468;443;község
7;13462;FEJ;8146;Iváncsa;2 824;1 398;1 426;község
7;15972;FEJ;2472;Jenő;1 293;603;690;község
7;21342;FEJ;8124;Kajászó;1 124;560;564;község
7;16683;FEJ;2475;Káloz;2 407;1 162;1 245;község
7;21926;FEJ;8044;Kápolnásnyék;3 880;1 902;1 978;község
7;02343;FEJ;2428;Kincsesbánya;1 528;735;793;község
7;12636;FEJ;8156;Kisapostag;1 468;750;718;község
7;28990;FEJ;8152;Kisláng;2 523;1 273;1 250;község
7;30650;FEJ;2458;Kőszárhegy;1 585;789;796;község
7;34209;FEJ;8093;Kulcs;3 282;1 671;1 611;község
7;19114;FEJ;8071;Lovasberény;2 676;1 331;1 345;község
7;27678;FEJ;2065;Magyaralmás;1 601;776;825;község
7;23490;FEJ;8134;Mány;2 504;1 272;1 232;község
7;16948;FEJ;8137;Mátyásdomb;735;378;357;község
7;05689;FEJ;8133;Mezőkomárom;956;476;480;község
7;06576;FEJ;7017;Mezőszentgyörgy;1 355;699;656;község
7;29036;FEJ;8042;Mezőszilas;2 118;1 000;1 118;község
7;25715;FEJ;8097;Moha;570;283;287;község
7;27599;FEJ;8145;Nadap;652;322;330;község
